battery_power,clock_speed,int_memory,m_dep,mobile_wt,n_cores,ram,talk_time,pixel_area,screen_area,total_camera_mp,blue,dual_sim,touch_screen,wifi,supports_3_4G,price_range
1002,1.8,45,0.7,180,7,1234,18,954636,247,8,1,0,1,0,1,0
742,0.5,36,0.7,139,3,292,6,1495368,0,1,1,0,1,1,1,0
1306,2.1,33,0.4,174,3,2521,16,1090686,30,11,1,1,0,0,1,2
1424,2.9,20,0.6,180,5,2658,19,217019,0,0,1,1,0,0,1,2
942,1.4,27,0.5,91,4,587,13,1155128,18,17,0,1,1,1,0,0
1934,2.7,2,0.1,118,4,2190,9,272734,18,24,1,0,0,1,1,2
1290,1.4,35,0.3,110,4,879,8,300510,32,39,1,1,0,0,1,0
930,2.1,54,0.9,80,1,1743,9,2766147,7,13,0,1,1,0,0,2
1699,0.5,21,0.1,156,4,1181,18,115395,0,36,1,0,1,0,1,1
1849,0.5,29,0.5,181,7,3330,15,1942308,56,13,1,0,0,1,1,3
1922,0.5,42,0.6,153,8,3564,17,1364450,12,31,0,0,0,0,1,3
548,1.0,56,0.4,146,4,562,8,1088649,238,14,0,1,1,1,1,0
916,0.5,47,0.2,82,4,1659,11,1597771,110,1,1,0,1,0,1,1
1783,0.5,14,0.6,183,8,1816,7,1425060,84,19,1,0,0,1,0,2
1083,1.4,49,0.8,156,5,1338,5,148385,128,11,1,1,1,1,1,0
1698,2.8,7,0.8,131,8,2992,17,13208,45,22,0,0,1,0,1,2
1969,0.8,7,0.2,85,8,315,7,253648,112,25,0,1,1,0,1,0
869,1.9,2,0.6,197,7,3249,12,276627,0,3,0,0,0,1,0,2
1337,2.7,5,0.7,200,4,3242,20,165669,10,1,1,1,1,0,0,2
637,0.8,28,0.6,194,4,2725,7,1392120,150,8,1,1,0,0,0,2
833,0.6,27,0.3,145,4,586,19,837210,152,2,1,1,0,1,1,0
1248,2.4,9,0.4,89,3,2454,13,119706,72,14,0,0,1,0,1,2
1174,0.9,30,1.0,147,4,804,16,925536,238,27,1,0,1,1,0,0
1831,2.3,44,0.2,148,7,2460,18,486381,50,17,1,0,0,0,1,2
1002,2.6,27,0.1,146,1,1295,17,127765,270,17,0,1,0,1,1,0
1010,2.0,8,0.9,139,5,2625,12,523479,165,5,1,1,1,0,1,2
1117,0.5,21,0.1,177,2,1999,2,512325,135,21,1,1,0,1,1,1
990,2.7,15,0.9,153,2,2698,6,2517122,88,10,1,1,0,0,1,2
1564,1.4,26,0.1,129,6,3742,13,130455,39,21,0,0,1,0,1,3
1065,2.8,21,0.1,158,5,1193,20,1308720,208,3,0,1,0,1,1,1
1982,1.1,24,0.1,129,7,3511,15,1430972,224,28,0,0,1,1,1,3
1607,1.1,20,1.0,192,2,885,14,779880,11,14,0,1,1,0,1,0
1066,3.0,5,0.5,167,5,1044,11,79712,56,13,0,1,0,0,1,0
681,0.5,17,0.9,194,5,2548,5,631442,6,31,0,1,0,1,1,2
1163,2.1,19,0.9,132,2,2940,15,595504,0,1,1,1,0,1,1,2
1285,0.8,11,0.8,199,5,3966,2,3395736,255,11,0,1,1,1,1,3
753,0.5,48,0.1,121,8,3484,16,797496,110,31,1,0,0,0,1,3
1779,2.6,5,0.8,90,1,1246,20,2103325,24,5,1,1,1,0,0,1
987,1.9,52,0.5,83,3,2757,15,308384,204,12,1,0,1,0,1,2
511,0.9,24,0.6,136,3,2378,4,463888,54,33,0,1,0,0,1,1
1044,1.8,12,0.7,104,6,1794,19,1553490,126,9,0,0,1,1,1,1
1855,0.5,32,0.6,187,8,3933,7,309987,0,23,0,0,0,1,1,3
946,1.4,26,0.1,186,6,1637,6,243243,21,19,1,0,0,1,1,0
657,1.9,21,0.1,110,8,783,11,1343025,6,10,1,1,1,0,1,0
1673,1.6,42,0.5,182,5,3094,20,145306,48,8,1,0,0,0,0,2
731,0.5,28,0.5,130,8,1774,10,437568,96,0,1,1,0,0,1,1
926,0.8,59,0.8,161,7,256,2,66612,126,20,1,0,0,1,1,0
1261,0.5,52,0.3,86,2,1365,16,864545,27,12,0,0,0,1,1,1
618,1.1,45,0.2,188,3,2339,10,1863550,38,31,0,0,1,0,1,2
936,2.3,57,0.2,129,2,2049,5,616266,96,11,1,0,1,0,1,1
1485,0.9,28,0.8,158,5,3241,11,379533,154,1,1,1,1,0,1,3
1339,0.5,21,0.5,80,4,867,3,1200353,24,21,1,1,1,0,1,0
508,1.3,50,0.7,82,5,2175,14,121890,56,10,1,0,0,1,0,1
1938,0.5,44,0.5,121,2,3497,18,2513565,180,14,1,1,1,0,0,3
995,1.3,10,0.1,104,4,609,5,487362,33,4,0,1,0,1,1,0
1086,1.7,43,0.2,111,6,3285,17,64400,55,1,1,1,1,0,1,2
1322,2.3,35,0.1,157,1,3684,6,313644,120,4,0,1,0,0,1,3
1864,1.9,57,0.1,181,6,3586,8,2293247,171,8,0,1,0,1,0,3
1944,0.5,26,0.5,92,4,2322,7,222856,152,10,1,0,0,1,1,2
581,0.6,56,0.2,180,2,354,13,295495,40,15,0,0,1,1,1,0
1020,0.7,27,0.7,128,4,3204,9,1361958,18,7,1,1,0,1,1,3
1936,1.3,44,0.1,139,3,1400,3,581970,119,5,0,0,0,1,0,1
1329,1.7,23,0.6,198,8,2308,9,259160,110,11,1,0,1,0,1,1
808,0.5,46,0.5,105,8,1082,10,62951,75,18,1,1,0,1,1,0
994,1.2,40,0.9,164,2,3104,11,248344,119,21,0,1,0,0,0,2
1811,2.0,22,0.2,82,2,2847,4,219812,18,11,1,0,0,1,1,2
765,2.5,44,0.3,88,8,2256,19,2524764,6,14,1,0,1,1,0,2
993,2.3,16,0.4,106,7,1113,6,694936,14,13,1,1,0,1,0,0
1136,1.6,32,0.5,150,6,3210,8,989830,30,34,1,0,1,1,1,3
719,0.5,23,0.4,113,6,3990,12,744337,126,9,1,1,1,1,1,3
733,0.6,63,0.3,105,7,984,9,1652050,68,10,1,1,0,1,1,0
1946,2.7,8,0.3,123,8,3117,2,1196303,0,27,0,1,0,0,1,3
1230,1.6,48,0.7,111,7,1622,16,3847480,306,2,1,0,1,1,1,2
1577,1.0,64,0.1,105,3,2967,7,166112,21,7,0,1,1,1,1,3
1514,1.4,12,0.6,138,3,1037,15,164628,45,7,1,0,0,1,1,0
579,2.5,7,1.0,89,8,2908,11,1225736,48,13,1,0,0,1,0,2
574,3.0,30,0.9,126,2,1167,19,125396,15,4,1,0,0,0,1,0
1072,2.2,19,0.4,114,8,2715,16,333260,135,22,1,1,1,0,0,2
843,1.3,16,0.9,119,7,1734,14,434076,136,5,0,1,0,1,0,1
1492,1.5,11,0.9,85,3,2259,19,2940264,168,12,1,0,1,1,0,3
1807,2.9,16,0.2,125,3,2921,17,1727715,40,0,1,0,1,0,0,3
909,0.7,47,0.1,146,3,1244,16,673630,140,16,1,1,1,0,0,0
1876,1.3,64,1.0,98,3,3132,2,726600,0,28,0,1,1,1,1,3
1436,2.4,23,0.3,106,5,2488,8,266679,32,7,1,1,0,0,1,2
1251,0.5,29,0.7,133,6,1052,11,182028,99,26,0,1,0,0,1,0
636,0.5,28,0.9,152,2,2927,3,109816,90,23,0,0,0,0,1,2
1354,0.7,26,0.5,136,4,2090,13,272646,5,9,1,1,1,0,1,1
930,0.5,34,0.5,190,4,2131,6,1812300,14,19,1,1,0,1,1,2
1830,1.0,47,0.3,117,1,3362,11,2241462,130,18,1,0,0,0,1,3
1424,0.5,23,0.6,80,4,1053,16,2326537,154,34,0,1,1,1,1,1
583,0.9,51,0.9,88,8,1799,7,2974452,144,3,1,1,1,0,0,1
648,0.5,54,0.4,109,5,3124,13,2095001,0,29,1,1,0,0,1,3
1203,0.5,11,0.9,109,2,1672,19,17850,221,12,1,1,1,0,1,0
1777,2.2,15,0.2,100,4,1552,10,483322,80,7,0,1,1,0,1,1
1299,2.8,64,0.5,83,6,1938,5,41768,152,6,1,1,0,1,1,1
1494,1.9,47,0.4,129,2,3202,14,243639,13,11,0,0,0,0,1,3
527,0.7,53,0.9,128,1,1302,13,128908,91,15,0,1,0,0,0,0
793,2.8,64,0.4,179,4,2296,5,822908,0,3,1,1,1,0,1,1
873,0.5,8,0.6,152,7,575,7,1773627,120,15,1,1,0,1,1,0
722,1.1,12,1.0,93,6,2359,3,189198,78,32,0,0,0,0,0,1
1250,1.5,20,0.4,167,5,3314,6,11220,30,32,1,0,1,1,1,2
1358,1.7,60,0.6,147,3,440,13,1453515,140,1,0,0,0,0,1,0
1035,1.9,11,1.0,173,6,2002,5,1420179,136,18,1,1,1,0,1,1
1289,0.8,16,0.9,161,6,3167,20,1321902,112,20,0,1,1,0,1,3
1445,2.2,37,0.4,82,2,3480,17,734111,272,8,0,1,1,1,1,3
1702,2.3,47,0.6,107,2,595,19,2109612,0,31,1,1,0,1,1,1
534,0.5,2,0.2,85,5,2466,18,1111420,15,20,0,1,1,1,0,2
628,1.8,60,0.2,87,6,1337,14,1606098,84,11,1,0,1,0,0,1
713,1.4,53,0.8,98,1,1462,13,181671,342,21,0,1,0,1,1,0
1207,0.5,58,0.3,112,8,503,5,276486,21,0,0,0,1,0,1,0
683,2.1,30,0.1,197,7,2066,15,1052145,0,15,1,0,0,0,0,1
594,2.6,27,0.1,196,5,708,17,214896,85,3,1,0,1,1,0,0
537,2.0,55,0.3,103,7,2029,12,1488630,50,3,1,0,1,1,1,1
1565,0.5,38,0.1,121,5,308,7,1065284,323,1,1,0,1,1,1,0
1052,0.9,6,0.8,195,4,552,11,2190249,6,17,0,0,0,1,0,0
713,1.6,63,0.7,89,2,2082,12,181280,150,12,0,0,0,0,1,1
1766,0.5,16,0.6,141,5,3314,17,153375,63,8,1,1,0,1,0,3
584,1.7,19,0.4,199,4,3996,17,1234217,108,5,1,1,1,1,1,3
1541,1.5,5,0.5,109,4,1795,4,887616,21,16,1,1,1,1,1,1
837,2.4,51,0.2,104,5,594,20,1168178,96,16,0,1,0,1,1,0
935,0.5,58,0.1,155,5,2473,9,694593,40,15,1,1,0,1,1,2
665,0.7,31,0.1,185,5,690,15,894784,10,2,1,0,0,0,1,0
680,2.4,34,0.4,157,2,3845,4,972748,15,30,1,0,1,1,1,3
877,1.5,17,0.1,195,7,2004,9,2112040,88,0,0,1,1,1,1,1
1493,1.5,53,0.5,102,5,2083,20,339360,285,29,0,1,1,1,0,2
1762,0.6,26,0.1,83,6,2661,4,369600,63,17,0,0,1,0,1,2
842,1.8,57,1.0,124,3,1903,14,254040,32,14,1,1,1,0,0,1
925,2.1,56,0.2,196,1,2466,5,1918240,0,23,1,0,0,0,1,2
1692,2.1,2,0.9,106,1,3779,7,3615696,27,21,0,0,1,1,1,3
1576,2.2,5,0.7,139,3,3904,7,203562,5,25,1,0,1,1,1,3
1065,1.7,48,0.3,162,6,265,12,2314224,0,12,0,1,0,0,1,0
958,1.6,60,0.4,200,1,1417,19,548230,40,21,1,0,0,1,1,0
623,0.8,26,0.3,197,7,1769,16,599192,10,18,1,0,0,0,1,1
897,1.4,17,0.4,171,1,2948,5,1013044,36,3,0,1,0,1,0,2
1110,1.5,41,0.1,152,3,2572,16,1164000,80,20,0,0,0,1,1,2
616,2.2,21,0.8,150,7,3267,19,178011,153,7,1,0,0,0,1,2
1680,1.2,37,0.7,168,4,1459,2,835849,45,13,1,1,1,0,1,1
1715,1.3,12,0.3,94,8,1633,5,2051424,150,6,0,0,1,1,1,2
983,0.6,45,0.1,130,4,2052,6,1142340,15,11,0,1,0,1,1,1
720,0.9,14,0.8,165,4,1086,3,451644,98,26,1,1,1,0,1,0
1660,0.6,24,0.8,169,2,2402,14,396271,120,5,0,0,1,1,1,2
1564,1.5,42,0.7,108,2,3376,7,3176478,0,3,0,1,1,0,0,3
592,0.8,52,0.9,103,7,1507,4,322040,0,11,0,1,0,1,0,0
969,1.8,44,0.6,158,3,641,8,151803,9,9,0,1,0,1,1,0
1356,0.5,35,0.8,131,1,3451,17,743682,10,19,1,1,1,1,1,3
504,1.0,14,0.5,189,7,1607,10,994649,0,17,1,0,1,1,1,0
1546,0.5,6,0.2,101,1,3521,9,119847,165,7,1,1,0,0,1,3
689,2.9,7,0.8,147,2,1241,16,351614,0,9,0,1,0,0,1,0
1685,0.6,16,0.6,137,7,881,17,171480,18,29,0,0,1,1,0,0
1792,1.0,62,0.3,170,7,2563,15,3110538,252,11,1,0,0,1,1,3
1786,1.2,61,0.1,123,3,3033,17,64010,154,25,0,0,1,0,0,3
1944,0.6,59,0.2,132,7,769,3,684086,247,19,0,1,0,1,1,0
1077,2.5,49,0.6,131,4,3454,2,360386,187,27,1,0,0,1,1,3
648,1.8,60,0.1,195,4,819,4,1686041,30,5,1,0,0,0,1,0
1702,0.5,2,0.6,185,6,435,3,1244271,108,27,1,1,1,1,0,0
1571,2.9,30,0.9,150,7,586,4,769580,90,4,0,0,1,1,0,0
856,1.1,19,0.7,125,6,650,10,2041067,0,33,1,1,0,1,1,0
1786,2.6,14,1.0,115,4,3038,14,561792,0,21,0,0,0,0,1,3
914,0.7,60,0.9,198,5,3736,5,621600,112,5,1,0,0,0,1,3
1615,2.8,9,0.9,117,1,2948,3,367476,24,16,1,0,1,0,1,2
649,1.4,19,0.8,190,7,739,2,533544,18,16,1,0,1,0,1,0
1646,2.5,25,0.6,200,2,686,11,339288,48,8,0,0,1,0,1,0
1189,1.9,7,0.5,164,2,841,11,48585,130,25,1,0,1,0,0,0
1043,2.7,29,0.2,83,8,1183,8,792091,15,20,0,0,0,0,1,0
1920,0.6,19,0.5,131,3,3943,4,771840,0,11,0,1,1,0,1,3
1220,2.8,54,0.7,109,7,1037,15,478367,24,21,1,0,0,0,1,0
1748,0.5,53,0.5,114,4,2633,9,796262,0,31,1,1,0,0,1,2
907,2.6,44,0.2,160,3,3911,8,129024,78,19,1,1,0,0,0,3
1193,2.3,20,1.0,158,7,1958,2,2745568,35,20,1,0,0,0,1,2
1766,0.5,22,0.8,122,8,3297,16,383538,35,5,1,1,0,0,1,3
1278,1.0,24,0.8,170,3,3141,11,2399800,12,23,1,0,1,1,1,3
1234,1.7,17,0.9,174,6,3351,19,151525,108,23,0,1,0,1,0,2
1961,1.5,55,0.5,100,7,2355,6,1625568,98,30,1,0,1,1,1,3
1745,2.9,3,0.9,105,3,1308,2,693954,0,0,0,0,1,0,1,1
1442,0.6,27,0.4,127,5,991,7,170772,112,9,0,1,0,0,1,0
1083,2.9,39,1.0,173,8,3248,6,283466,48,3,1,1,0,1,1,2
868,0.9,5,0.4,137,4,1519,2,52440,0,12,1,0,0,1,0,0
864,1.6,53,0.3,88,6,493,10,376232,162,1,0,1,1,0,1,0
1142,1.2,2,0.6,114,6,1747,14,479087,0,0,1,0,1,0,0,1
608,0.5,64,0.9,94,4,2517,7,5404,128,0,1,1,1,1,1,1
983,1.8,53,0.9,187,1,1389,8,1177176,136,4,0,0,1,1,1,1
1720,1.6,2,0.8,188,5,2522,2,299264,50,38,0,0,0,1,1,2
1802,1.2,27,0.5,116,5,1885,7,436239,90,24,1,1,1,0,1,2
591,2.1,16,0.5,196,7,704,4,1643152,70,38,0,1,1,1,1,0
1205,2.7,10,0.1,163,6,953,20,600270,198,15,1,0,1,1,0,0
1369,1.7,28,0.6,108,1,3206,4,2131519,240,21,1,1,0,0,0,3
713,0.9,42,0.1,94,1,928,9,1176904,120,14,0,1,0,1,0,0
1082,2.3,2,1.0,101,4,2177,17,288152,24,31,0,1,1,0,0,1
1719,2.1,52,0.1,187,3,2610,11,216840,10,1,1,1,1,1,1,2
1544,2.4,12,0.1,186,7,489,2,396680,36,38,0,0,0,1,1,0
1090,2.3,8,0.6,128,8,3839,11,2032390,51,9,1,0,0,1,1,3
1991,2.8,15,0.1,181,1,1861,17,309026,40,16,0,0,1,1,1,1
1367,2.9,56,0.8,176,2,299,10,23112,12,10,0,0,1,0,0,0
1179,0.5,32,0.3,182,2,340,16,123335,80,19,1,0,0,0,1,0
721,2.7,15,0.2,102,5,3606,5,822025,0,19,1,1,1,1,1,3
1549,1.8,62,0.7,91,4,799,9,165330,21,4,1,1,0,1,1,0
1349,2.1,46,0.9,134,6,2367,10,132076,77,15,1,1,0,1,1,1
1799,1.0,30,0.6,123,3,445,10,855162,80,10,0,0,1,0,1,0
1075,0.5,11,0.2,122,1,3927,7,479399,24,18,0,1,0,0,1,3
684,0.9,63,1.0,157,5,3756,12,276342,85,12,1,1,1,1,1,3
1837,0.5,36,0.9,162,4,770,15,685392,14,29,0,0,0,1,0,0
1619,1.9,21,0.4,138,1,1641,13,25852,14,11,1,0,0,0,1,1
965,1.4,13,0.9,197,8,2343,15,822375,204,3,1,0,0,0,1,2
730,1.5,9,0.7,122,4,2787,7,2299167,80,24,0,0,0,1,1,2
1361,1.4,47,1.0,169,5,2495,16,1217542,56,3,1,0,0,1,0,2
1494,1.6,45,0.8,158,5,3208,4,354710,99,7,0,0,0,0,1,3
1027,0.8,18,1.0,146,7,1234,14,180492,28,18,1,0,0,1,1,0
1807,0.8,38,0.2,97,8,1069,7,2416248,42,0,0,1,0,0,1,1
709,2.4,11,0.1,130,5,3568,3,182189,224,12,0,1,0,1,0,3
689,1.4,45,0.5,103,5,3585,10,210688,10,13,0,0,0,0,1,3
955,0.5,2,0.6,155,4,1974,18,536712,14,12,1,0,1,0,1,1
1872,1.9,35,0.6,111,3,2419,19,2904934,75,19,1,0,0,0,0,3
1259,1.2,13,0.5,97,2,340,4,2406690,221,0,0,1,0,1,1,0
695,1.2,41,0.4,169,8,2282,17,955479,10,9,0,0,1,0,1,1
1969,1.2,63,0.2,132,4,298,10,294840,10,20,0,1,1,0,1,0
759,2.5,39,0.3,162,2,968,2,144870,12,11,0,0,0,0,1,0
936,1.0,18,0.2,153,3,2391,3,2242380,72,19,0,0,1,1,1,2
1176,2.1,62,0.5,168,2,1534,17,980670,12,12,1,0,0,0,1,1
1802,2.7,10,0.6,101,7,696,3,149270,98,9,0,1,1,0,1,0
772,1.0,23,0.6,97,7,2782,17,572185,0,11,0,1,0,0,1,2
1318,2.4,45,0.1,136,2,755,9,120963,54,8,1,0,0,1,1,0
591,0.5,16,0.9,90,6,3746,5,1429876,0,18,1,1,1,0,1,3
569,2.5,41,0.3,124,1,2651,4,234740,119,1,1,1,0,0,0,1
764,1.0,45,0.5,124,8,1341,12,28028,19,20,0,1,0,0,1,0
1056,2.1,37,0.7,101,3,2651,3,894806,75,19,1,1,1,1,1,2
1982,1.6,12,0.2,80,5,1824,14,170191,39,22,1,0,1,1,1,1
1830,0.5,14,0.8,160,6,1905,19,1045869,48,11,1,0,1,1,1,2
1122,0.5,40,0.3,156,7,1456,20,785025,27,14,0,0,1,0,1,1
1023,0.7,63,0.7,153,7,3155,7,728495,110,10,1,0,1,1,1,3
1283,2.4,33,1.0,93,3,773,2,499800,119,23,1,1,1,0,1,0
1602,1.6,35,0.1,99,7,1829,13,2385000,306,7,0,1,0,0,1,2
732,1.3,32,0.4,163,8,3883,5,3049596,24,12,1,0,0,1,1,3
1854,0.9,33,0.4,195,1,1675,9,477470,168,0,0,1,0,1,1,1
718,1.6,30,0.4,93,3,1601,12,660014,90,13,1,1,1,1,1,1
897,2.0,2,0.6,154,8,1958,7,0,35,13,1,0,1,0,1,1
1405,1.7,8,0.3,107,4,2376,11,294224,114,7,0,0,1,0,0,2
798,0.6,21,0.5,110,2,1647,3,1289611,24,18,0,1,0,0,1,1
1035,2.7,40,0.2,157,5,3548,5,1447384,56,16,1,0,1,1,0,3
1396,0.6,37,0.7,134,4,2694,19,659120,54,15,1,0,0,1,0,2
1749,0.5,49,0.8,178,1,2195,4,364250,20,15,1,1,0,1,1,2
1588,2.5,4,0.3,148,5,2506,11,120012,15,32,1,0,0,0,1,2
1600,0.5,16,0.3,94,4,2073,4,2248650,45,17,0,0,1,0,1,2
1522,2.2,21,0.7,162,6,3767,16,903968,135,15,0,0,0,1,0,3
1279,2.5,7,0.5,105,6,1150,7,914480,14,11,1,0,0,0,1,1
719,2.9,6,0.7,102,6,841,2,462105,9,15,0,0,0,0,1,0
544,0.5,7,0.2,129,5,1675,17,138470,52,17,1,1,1,0,1,0
1007,2.9,21,0.8,185,8,1301,12,398049,48,17,1,1,1,0,1,0
590,1.2,32,0.4,141,6,1817,6,115543,0,1,1,1,1,0,0,0
1788,0.5,6,0.2,141,6,2321,20,152278,35,16,0,0,1,0,1,2
748,1.4,25,1.0,110,7,1974,13,62392,85,14,0,0,1,1,0,1
757,0.9,64,0.5,157,7,3433,10,93366,30,9,1,1,1,0,1,2
1561,1.6,27,0.8,174,3,1205,3,578588,84,11,1,1,1,0,1,1
1327,2.8,23,0.5,89,7,872,4,758961,35,26,0,0,1,1,1,0
797,1.5,18,0.6,81,8,2052,14,1301808,27,24,1,1,1,1,1,1
727,2.5,64,0.2,193,1,3654,16,472104,9,9,1,1,1,0,1,3
686,2.7,36,0.1,194,4,1503,13,47680,0,1,1,1,0,0,0,0
1515,2.1,24,0.9,176,5,3104,20,931509,30,10,1,1,0,0,1,3
555,0.5,17,0.2,163,5,343,3,965560,266,14,1,1,1,1,0,0
1589,0.6,5,0.8,112,5,3430,19,1084072,35,2,0,0,1,1,1,3
1976,2.6,45,1.0,136,4,2470,3,1260316,11,25,1,1,0,0,0,3
1884,1.0,24,0.5,149,6,1396,9,1377072,120,7,0,1,1,1,1,1
1063,2.0,27,0.2,86,6,2668,19,116982,60,7,0,0,0,0,0,2
672,0.6,61,0.1,194,5,1457,20,815948,140,33,1,1,0,1,1,0
635,0.5,16,1.0,110,7,2452,8,778101,323,26,1,0,0,0,1,2
1906,1.9,55,0.2,113,3,1871,4,1887,65,7,1,1,0,1,1,1
1753,0.7,40,0.6,191,4,1112,15,3275916,16,15,0,0,1,1,1,1
659,1.4,3,0.1,85,8,967,14,124830,10,8,0,1,0,1,1,0
1583,1.2,14,0.2,148,2,2498,8,1959083,78,4,0,1,0,1,0,2
1783,2.9,42,0.7,104,6,387,3,2139299,70,10,0,1,1,0,0,1
1667,1.0,21,0.9,138,2,635,15,1690556,119,0,0,1,0,0,1,0
640,1.3,6,0.6,143,8,2711,8,1320528,105,25,0,1,1,0,1,2
1913,1.8,29,0.6,111,5,2023,8,500850,221,4,1,0,1,0,1,2
538,1.1,25,0.3,163,7,2215,17,244335,27,7,0,1,1,1,1,1
1191,0.8,46,0.8,89,6,824,7,33894,342,15,0,0,0,0,1,0
816,3.0,9,0.1,117,1,3851,14,1974596,30,5,0,1,0,1,1,3
915,0.5,33,0.3,199,2,2156,13,495958,21,25,1,1,1,0,1,1
1157,0.8,27,0.1,88,8,2885,2,3045812,32,15,1,0,0,1,1,3
1201,0.5,10,1.0,99,7,495,14,170748,90,9,1,0,1,1,1,0
1379,1.1,18,0.2,129,2,2358,15,741630,50,17,0,1,1,0,1,2
1483,2.2,53,0.7,169,5,1744,10,189441,18,14,1,0,0,0,1,1
1614,1.2,9,0.1,161,3,1832,11,210887,120,3,0,0,0,0,1,1
930,1.0,4,0.9,144,8,2016,16,1310913,130,14,1,1,1,1,1,1
1454,2.6,6,0.4,199,3,1300,2,710564,0,28,0,0,0,1,0,1
1784,1.6,41,0.4,164,6,2313,11,876570,14,24,0,0,1,0,0,2
1262,1.8,34,0.1,149,5,3248,4,164351,39,28,0,1,1,1,0,2
797,2.2,37,0.9,144,7,2216,6,240402,45,2,0,1,0,0,1,1
1829,2.1,59,0.1,91,5,3142,5,2795983,96,23,1,0,1,1,1,3
1139,0.9,58,0.5,161,2,1850,8,741258,36,17,1,1,0,0,1,1
618,1.0,13,0.1,80,4,1424,7,427884,180,24,1,0,1,0,1,0
1547,2.9,57,0.4,114,1,1620,19,332079,18,5,1,0,1,1,0,1
586,2.8,15,0.2,83,3,2592,3,205814,96,13,0,0,0,0,0,1
1617,2.4,36,0.8,85,1,296,7,1059518,15,17,1,0,0,0,1,0
1882,2.0,44,0.8,113,8,3579,20,2972,152,30,0,0,1,0,1,3
674,2.9,21,0.2,198,3,1180,4,1041984,18,5,1,1,1,1,1,0
1467,0.5,18,0.6,122,5,3962,5,975912,165,0,1,0,1,1,1,3
858,2.2,50,0.1,84,1,3978,3,747648,272,3,0,0,1,0,1,3
794,0.5,2,0.8,106,6,668,19,2309580,52,14,1,1,1,0,1,0
1965,2.6,39,0.2,187,4,2032,16,1797975,110,3,1,1,1,1,1,2
1911,0.9,36,0.7,108,8,3057,5,1416576,9,4,0,1,1,0,1,3
1512,0.9,46,0.1,145,5,869,19,225120,180,9,0,0,1,1,1,0
510,2.0,45,0.9,168,6,3919,2,364182,76,21,1,1,1,1,1,3
